pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7oau	F	NA	0	E	protein	NA	unknown	ANTIVIRAL PROTEIN	04/20/21	Nanobody C5 bound to Kent variant RBD (N501Y)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA				Naismith, J.H., Mikolajek, H.	1.65	X-RAY DIFFRACTION	0.199	0.175	False	False	IGHV1	NA	NA	None	None	None	None	None
7a4d	A	NA	0	E	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	J	NA	0	K	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	I	NA	0	L	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	D	NA	0	F	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	G	NA	0	K	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	C	NA	0	E	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	H	NA	0	L	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7a4d	B	NA	0	F	peptide	NA	aph coiled-coil	DE NOVO PROTEIN	08/19/20	Crystal structure of the APH coiled-coil in complex with nanobodies Nb28 and Nb30	LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S.	2.694	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	F	NA	0	L	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	D	NA	0	J	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	B	NA	0	H	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	C	NA	0	I	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	E	NA	0	K	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
6zwk	A	NA	0	G	peptide	NA	histone h2ax	IMMUNE SYSTEM	07/28/20	Crystal structure of the phosphorylated C-terminal tail of histone H2AX in complex with a specific nanobody (C6 gammaXbody)	VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		homo sapiens	McEwen, A.G., Moeglin, E., Desplancq, D., Weiss, E., Poterszman, A.	1.55	X-RAY DIFFRACTION	0.184	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
5vm4	H	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	K	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	G	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	D	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	J	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	F	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	I	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	A	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	E	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	B	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	L	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
5vm4	C	NA	0	NA	NA	NA	NA	UNKNOWN FUNCTION	04/26/17	The apo form of the triclocarban-binding single domain camelid nanobody VHH T10	LAMA GLAMA	lama glama			Tabares-da Rosa, S., Gonzalez-Sapienza, G., Wilson, D.K.	1.9	X-RAY DIFFRACTION	0.241	0.197	False	True	unknown	unknown	unknown	None	None	None	None	None
7rga	F	NA	0	F	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	E	NA	0	E	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	C	NA	0	C	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	D	NA	0	D	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	A	NA	0	A	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	G	NA	0	G	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
7rga	B	NA	0	B	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoCLAMP3:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Alexandrov, K.	2.9	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
5m14	C	NA	0	A	protein	NA	maltose-binding periplasmic protein	IMMUNE SYSTEM	10/07/16	Synthetic nanobody in complex with MBP	ESCHERICHIA COLI K-12; SYNTHETIC CONSTRUCT	synthetic construct		escherichia coli k-12	Zimmermann, I., Egloff, P., Seeger, M.A.	1.6	X-RAY DIFFRACTION	0.216	0.190	False	True	IGHV1	NA	NA	None	None	None	None	None
5m14	D	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/07/16	Synthetic nanobody in complex with MBP	ESCHERICHIA COLI K-12; SYNTHETIC CONSTRUCT	synthetic construct			Zimmermann, I., Egloff, P., Seeger, M.A.	1.6	X-RAY DIFFRACTION	0.216	0.190	False	True	IGHV1	NA	NA	None	None	None	None	None
5usf	D	NA	0	A	protein	NA	tyrosyl-trna synthetase, putative	ligase/ligase inhibitor	02/13/17	Leishmania donovani tyrosyl-tRNA synthetase in complex with nanobody and inhibitor	LAMA GLAMA; LEISHMANIA DONOVANI (STRAIN BPK282A1)	lama glama		leishmania donovani (strain bpk282a1)	Barros-Alvarez, X., Hol, W.G.J.	2.75	X-RAY DIFFRACTION	0.244	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
5usf	C	NA	0	B	protein	NA	tyrosyl-trna synthetase, putative	ligase/ligase inhibitor	02/13/17	Leishmania donovani tyrosyl-tRNA synthetase in complex with nanobody and inhibitor	LAMA GLAMA; LEISHMANIA DONOVANI (STRAIN BPK282A1)	lama glama		leishmania donovani (strain bpk282a1)	Barros-Alvarez, X., Hol, W.G.J.	2.75	X-RAY DIFFRACTION	0.244	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
5ip4	A	NA	0	E	protein	NA	neuronal migration protein doublecortin	TRANSFERASE	03/09/16	X-RAY STRUCTURE OF THE C-TERMINAL DOMAIN OF HUMAN DOUBLECORTIN	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Ruf, A., Benz, J., Burger, D., D'Arcy, B., Debulpaep, M., Di Lello, P., Fry, D., Huber, W., Kremer, T., Laeremans, T., Matile, H., Ross, A., Rudolph, M.G., Rufer, A.C., Sharma, A., Steinmetz, M.O., Steyaert, J., Schoch, G., Stihle, M., Thoma, R.	1.81	X-RAY DIFFRACTION	0.246	0.194	False	True	IGHV1	NA	NA	None	None	None	None	None
5ip4	B	NA	0	D	protein	NA	neuronal migration protein doublecortin	TRANSFERASE	03/09/16	X-RAY STRUCTURE OF THE C-TERMINAL DOMAIN OF HUMAN DOUBLECORTIN	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Ruf, A., Benz, J., Burger, D., D'Arcy, B., Debulpaep, M., Di Lello, P., Fry, D., Huber, W., Kremer, T., Laeremans, T., Matile, H., Ross, A., Rudolph, M.G., Rufer, A.C., Sharma, A., Steinmetz, M.O., Steyaert, J., Schoch, G., Stihle, M., Thoma, R.	1.81	X-RAY DIFFRACTION	0.246	0.194	False	True	IGHV1	NA	NA	None	None	None	None	None
5f93	H	NA	0	G	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain A730 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.99	X-RAY DIFFRACTION	0.234	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
5f93	C	NA	0	A	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain A730 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.99	X-RAY DIFFRACTION	0.234	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
5f93	F	NA	0	E	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain A730 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.99	X-RAY DIFFRACTION	0.234	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
5f93	D	NA	0	B	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain A730 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.99	X-RAY DIFFRACTION	0.234	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
7aqx	C	NA	0	A	protein	NA	variant surface glycoprotein mitat 1.2	MEMBRANE PROTEIN	10/23/20	Co-Crystal Structure of Variant Surface Glycoprotein VSG2 in complex with Nanobody VSG2(NB9)	LAMA GLAMA; TRYPANOSOMA BRUCEI BRUCEI	lama glama		trypanosoma brucei brucei	Stebbins, C.E., Hempelmann, A.	1.499	X-RAY DIFFRACTION	0.192	0.164	False	True	IGHV1	NA	NA	None	None	None	None	None
7aqx	D	NA	0	B	protein	NA	variant surface glycoprotein mitat 1.2	MEMBRANE PROTEIN	10/23/20	Co-Crystal Structure of Variant Surface Glycoprotein VSG2 in complex with Nanobody VSG2(NB9)	LAMA GLAMA; TRYPANOSOMA BRUCEI BRUCEI	lama glama		trypanosoma brucei brucei	Stebbins, C.E., Hempelmann, A.	1.499	X-RAY DIFFRACTION	0.192	0.164	False	True	IGHV1	NA	NA	None	None	None	None	None
4p2c	H	NA	0	C	protein	NA	shiga toxin 2e, subunit b	TOXIN	03/03/14	Complex of Shiga toxin 2e with a neutralizing single-domain antibody	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Lo, A.W.H., Moonens, K., De Kerpel, M., Brys, L., Pardon, E., Remaut, H., De Greve, H.	2.818	X-RAY DIFFRACTION	0.253	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
4p2c	J	NA	0	E	protein	NA	shiga toxin 2e, subunit b	TOXIN	03/03/14	Complex of Shiga toxin 2e with a neutralizing single-domain antibody	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Lo, A.W.H., Moonens, K., De Kerpel, M., Brys, L., Pardon, E., Remaut, H., De Greve, H.	2.818	X-RAY DIFFRACTION	0.253	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
4p2c	K	NA	0	F	protein	NA	shiga toxin 2e, subunit b	TOXIN	03/03/14	Complex of Shiga toxin 2e with a neutralizing single-domain antibody	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Lo, A.W.H., Moonens, K., De Kerpel, M., Brys, L., Pardon, E., Remaut, H., De Greve, H.	2.818	X-RAY DIFFRACTION	0.253	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
4p2c	I	NA	0	D	protein	NA	shiga toxin 2e, subunit b	TOXIN	03/03/14	Complex of Shiga toxin 2e with a neutralizing single-domain antibody	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Lo, A.W.H., Moonens, K., De Kerpel, M., Brys, L., Pardon, E., Remaut, H., De Greve, H.	2.818	X-RAY DIFFRACTION	0.253	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
4p2c	G	NA	0	B | A	protein | protein	NA | NA	shiga toxin 2e, subunit b | shiga toxin 2e, subunit a	TOXIN	03/03/14	Complex of Shiga toxin 2e with a neutralizing single-domain antibody	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli | escherichia coli	Lo, A.W.H., Moonens, K., De Kerpel, M., Brys, L., Pardon, E., Remaut, H., De Greve, H.	2.818	X-RAY DIFFRACTION	0.253	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
4i13	B	NA	0	A	protein	NA	dihydrofolate reductase	OXIDOREDUCTASE/IMMUNE SYSTEM	11/19/12	Nanobody ca1697 binding to the DHFR.folate binary complex	LAMA GLAMA; ESCHERICHIA COLI	lama glama		escherichia coli	Oyen, D., Steyaert, J., Barlow, J.N.	1.6	X-RAY DIFFRACTION	0.180	0.154	False	True	IGHV1	NA	NA	None	None	None	None	None
1kxq	G	NA	0	B	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius		sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.50E-09	-11.53	SPR	NA	11960990
1kxq	F	NA	0	C	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius		sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.50E-09	-11.53	SPR	NA	11960990
1kxq	H	NA	0	A	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius		sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.50E-09	-11.53	SPR	NA	11960990
1kxq	E	NA	0	D	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius		sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.50E-09	-11.53	SPR	NA	11960990
6obe	B	NA	0	A	protein	NA	ricin a chain	TOXIN	04/01/20	Ricin A chain bound to VHH antibody V6H8	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J.	1.732	X-RAY DIFFRACTION	0.208	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
5e5m	D	NA	0	C	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	10/08/15	Crystal structure of mouse CTLA-4 in complex with nanobody	MUS MUSCULUS	mus musculus		mus musculus	Fedorov, A.A., Fedorov, E.V., Samanta, D., Bonanno, J.B., Almo, S.C.	2.182	X-RAY DIFFRACTION	0.247	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
5e5m	B	NA	0	A	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	10/08/15	Crystal structure of mouse CTLA-4 in complex with nanobody	MUS MUSCULUS	mus musculus		mus musculus	Fedorov, A.A., Fedorov, E.V., Samanta, D., Bonanno, J.B., Almo, S.C.	2.182	X-RAY DIFFRACTION	0.247	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
5e5m	F	NA	0	E	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	10/08/15	Crystal structure of mouse CTLA-4 in complex with nanobody	MUS MUSCULUS	mus musculus		mus musculus	Fedorov, A.A., Fedorov, E.V., Samanta, D., Bonanno, J.B., Almo, S.C.	2.182	X-RAY DIFFRACTION	0.247	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
5e5m	H	NA	0	G	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	10/08/15	Crystal structure of mouse CTLA-4 in complex with nanobody	MUS MUSCULUS	mus musculus		mus musculus	Fedorov, A.A., Fedorov, E.V., Samanta, D., Bonanno, J.B., Almo, S.C.	2.182	X-RAY DIFFRACTION	0.247	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
4x7f	D	NA	0	B	protein	NA	capsid protein	VIRAL PROTEIN	12/09/14	Crystal structure of norovirus GII.10 P domain in complex with Nano-25	NORWALK VIRUS; VICUGNA PACOS	vicugna pacos		norwalk virus	Koromyslova, A.D., Hansman, G.S.	1.7	X-RAY DIFFRACTION	0.187	0.160	False	True	IGHV1	NA	NA	None	None	None	None	None
4x7f	C	NA	0	A	protein	NA	capsid protein	VIRAL PROTEIN	12/09/14	Crystal structure of norovirus GII.10 P domain in complex with Nano-25	NORWALK VIRUS; VICUGNA PACOS	vicugna pacos		norwalk virus	Koromyslova, A.D., Hansman, G.S.	1.7	X-RAY DIFFRACTION	0.187	0.160	False	True	IGHV1	NA	NA	None	None	None	None	None
7bnw	D	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/22/21	Llama nanobody nb18 raised against GldL from Flavobacterium jonhsoniae	LAMA GLAMA	lama glama			Trinh, N.T., Cambillau, C., Leone, P.	2.59	X-RAY DIFFRACTION	0.243	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
7bnw	C	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/22/21	Llama nanobody nb18 raised against GldL from Flavobacterium jonhsoniae	LAMA GLAMA	lama glama			Trinh, N.T., Cambillau, C., Leone, P.	2.59	X-RAY DIFFRACTION	0.243	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
